date,metric_name,value,segment,plan,region,domain,description
2025-03-16,Resistance/Readiness Ratio,938.1388,SMB,Basic,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-04-15,Resistance/Readiness Ratio,813.3975,Enterprise,Enterprise,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-04-15,Resistance/Readiness Ratio,766.6515,Mid-Market,Enterprise,North America,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-04-15,Resistance/Readiness Ratio,889.0367,SMB,Basic,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-05-15,Resistance/Readiness Ratio,927.2211,Enterprise,Enterprise,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-05-15,Resistance/Readiness Ratio,772.8807,Mid-Market,Enterprise,North America,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-05-15,Resistance/Readiness Ratio,994.6776,Enterprise,Pro,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-06-14,Resistance/Readiness Ratio,919.7735,SMB,Basic,North America,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-06-14,Resistance/Readiness Ratio,852.8642,SMB,Pro,North America,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-06-14,Resistance/Readiness Ratio,851.7347,Mid-Market,Basic,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-07-14,Resistance/Readiness Ratio,915.7684,Enterprise,Pro,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-07-14,Resistance/Readiness Ratio,895.5823,SMB,Pro,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-07-14,Resistance/Readiness Ratio,784.2166,SMB,Basic,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-08-13,Resistance/Readiness Ratio,1045.553,Mid-Market,Basic,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-08-13,Resistance/Readiness Ratio,1016.9234,Mid-Market,Pro,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-08-13,Resistance/Readiness Ratio,988.443,Mid-Market,Enterprise,North America,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-09-12,Resistance/Readiness Ratio,856.2617,Enterprise,Basic,North America,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-09-12,Resistance/Readiness Ratio,831.4159,SMB,Enterprise,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-09-12,Resistance/Readiness Ratio,1088.6039,Mid-Market,Basic,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-10-12,Resistance/Readiness Ratio,797.9221,Mid-Market,Basic,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-10-12,Resistance/Readiness Ratio,1007.4608,Enterprise,Basic,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-10-12,Resistance/Readiness Ratio,1060.4775,Mid-Market,Enterprise,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-11-11,Resistance/Readiness Ratio,1156.1115,Mid-Market,Basic,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-11-11,Resistance/Readiness Ratio,843.9747,SMB,Basic,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-11-11,Resistance/Readiness Ratio,843.397,SMB,Enterprise,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-12-11,Resistance/Readiness Ratio,930.5782,Enterprise,Enterprise,EMEA,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-12-11,Resistance/Readiness Ratio,901.235,SMB,Enterprise,North America,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-12-11,Resistance/Readiness Ratio,1078.8127,Mid-Market,Pro,APAC,Culture & Behavior [Inferred] (This metric directly assesses patterns of,Percentage of individuals open to change versus signaling resistance or fear.
2025-01-15,Cross-Team Energy Flow Score,517.1936,Enterprise,Basic,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-01-15,Cross-Team Energy Flow Score,634.6215,SMB,Pro,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-01-15,Cross-Team Energy Flow Score,491.0892,SMB,Pro,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-02-14,Cross-Team Energy Flow Score,484.9092,SMB,Basic,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-02-14,Cross-Team Energy Flow Score,488.5126,Enterprise,Enterprise,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-02-14,Cross-Team Energy Flow Score,442.6293,Enterprise,Pro,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-03-16,Cross-Team Energy Flow Score,499.7237,Mid-Market,Basic,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-03-16,Cross-Team Energy Flow Score,542.677,Mid-Market,Basic,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-03-16,Cross-Team Energy Flow Score,587.0196,Enterprise,Basic,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-04-15,Cross-Team Energy Flow Score,479.5139,Enterprise,Pro,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-04-15,Cross-Team Energy Flow Score,573.9706,SMB,Basic,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-04-15,Cross-Team Energy Flow Score,422.6598,SMB,Basic,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-05-15,Cross-Team Energy Flow Score,425.0741,Enterprise,Enterprise,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-05-15,Cross-Team Energy Flow Score,526.4538,Mid-Market,Enterprise,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-05-15,Cross-Team Energy Flow Score,571.3075,Mid-Market,Pro,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-06-14,Cross-Team Energy Flow Score,456.7837,SMB,Pro,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-06-14,Cross-Team Energy Flow Score,433.2974,SMB,Pro,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-06-14,Cross-Team Energy Flow Score,568.3984,Mid-Market,Pro,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-07-14,Cross-Team Energy Flow Score,638.5203,Enterprise,Basic,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-07-14,Cross-Team Energy Flow Score,554.7925,SMB,Enterprise,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-07-14,Cross-Team Energy Flow Score,606.5391,SMB,Basic,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-08-13,Cross-Team Energy Flow Score,472.7798,Mid-Market,Basic,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-08-13,Cross-Team Energy Flow Score,553.9422,Mid-Market,Enterprise,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-08-13,Cross-Team Energy Flow Score,489.4438,SMB,Pro,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-09-12,Cross-Team Energy Flow Score,575.7859,Enterprise,Basic,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-09-12,Cross-Team Energy Flow Score,492.4083,SMB,Basic,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-09-12,Cross-Team Energy Flow Score,525.6476,Mid-Market,Pro,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-10-12,Cross-Team Energy Flow Score,545.7535,Enterprise,Pro,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-10-12,Cross-Team Energy Flow Score,525.3056,Mid-Market,Enterprise,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-10-12,Cross-Team Energy Flow Score,639.5518,Enterprise,Enterprise,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-11-11,Cross-Team Energy Flow Score,521.7395,SMB,Basic,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-11-11,Cross-Team Energy Flow Score,496.6649,SMB,Enterprise,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-11-11,Cross-Team Energy Flow Score,658.3632,Enterprise,Enterprise,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-12-11,Cross-Team Energy Flow Score,453.4622,Mid-Market,Enterprise,APAC,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-12-11,Cross-Team Energy Flow Score,561.2878,Mid-Market,Enterprise,North America,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-12-11,Cross-Team Energy Flow Score,515.5469,SMB,Pro,EMEA,"Culture & Behavior [Inferred: The ""Energy Flow Score"" aspect is inherently","Measures the frequency and quality of transitions between roles, systems,"
2025-01-15,Adaptive Readiness Signal (Cultural),116.587,Enterprise,Pro,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-01-15,Adaptive Readiness Signal (Cultural),82.5469,SMB,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-01-15,Adaptive Readiness Signal (Cultural),107.4398,Enterprise,Enterprise,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-02-14,Adaptive Readiness Signal (Cultural),115.6274,Mid-Market,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-02-14,Adaptive Readiness Signal (Cultural),109.2909,Enterprise,Enterprise,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-02-14,Adaptive Readiness Signal (Cultural),79.3021,SMB,Enterprise,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-03-16,Adaptive Readiness Signal (Cultural),90.0499,Mid-Market,Pro,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-03-16,Adaptive Readiness Signal (Cultural),107.7043,Mid-Market,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-03-16,Adaptive Readiness Signal (Cultural),87.0744,Enterprise,Enterprise,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-04-15,Adaptive Readiness Signal (Cultural),94.5603,SMB,Pro,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-04-15,Adaptive Readiness Signal (Cultural),96.8347,Enterprise,Pro,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-04-15,Adaptive Readiness Signal (Cultural),75.8645,Enterprise,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-05-15,Adaptive Readiness Signal (Cultural),72.4641,SMB,Pro,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-05-15,Adaptive Readiness Signal (Cultural),83.0456,SMB,Enterprise,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-05-15,Adaptive Readiness Signal (Cultural),107.9865,Mid-Market,Pro,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-06-14,Adaptive Readiness Signal (Cultural),80.6067,Enterprise,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-06-14,Adaptive Readiness Signal (Cultural),75.3423,Enterprise,Enterprise,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-06-14,Adaptive Readiness Signal (Cultural),104.9772,Mid-Market,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-07-14,Adaptive Readiness Signal (Cultural),107.2363,Enterprise,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-07-14,Adaptive Readiness Signal (Cultural),83.9488,Mid-Market,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-07-14,Adaptive Readiness Signal (Cultural),105.1705,SMB,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-08-13,Adaptive Readiness Signal (Cultural),105.722,SMB,Pro,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-08-13,Adaptive Readiness Signal (Cultural),74.9442,SMB,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-08-13,Adaptive Readiness Signal (Cultural),79.72,SMB,Basic,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-09-12,Adaptive Readiness Signal (Cultural),96.9876,SMB,Pro,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-09-12,Adaptive Readiness Signal (Cultural),77.9862,SMB,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-09-12,Adaptive Readiness Signal (Cultural),111.3971,Mid-Market,Enterprise,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-10-12,Adaptive Readiness Signal (Cultural),123.4582,Enterprise,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-10-12,Adaptive Readiness Signal (Cultural),102.332,SMB,Pro,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-10-12,Adaptive Readiness Signal (Cultural),97.0961,SMB,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-11-11,Adaptive Readiness Signal (Cultural),94.4314,Mid-Market,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-11-11,Adaptive Readiness Signal (Cultural),93.7835,Enterprise,Enterprise,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-11-11,Adaptive Readiness Signal (Cultural),93.669,Mid-Market,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-12-11,Adaptive Readiness Signal (Cultural),127.7104,SMB,Basic,EMEA,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-12-11,Adaptive Readiness Signal (Cultural),103.1312,Mid-Market,Basic,APAC,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-12-11,Adaptive Readiness Signal (Cultural),129.685,SMB,Basic,North America,Culture & Behavior [Inferred: The metric's name explicitly includes,"Reflects self-reported and observed openness to change, learning, and"
2025-01-15,Change Readiness Score,132.6595,SMB,Pro,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-01-15,Change Readiness Score,126.3172,SMB,Pro,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-01-15,Change Readiness Score,169.5183,SMB,Basic,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-02-14,Change Readiness Score,169.3516,Mid-Market,Basic,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-02-14,Change Readiness Score,138.6784,Enterprise,Enterprise,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-02-14,Change Readiness Score,123.9623,Enterprise,Pro,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-03-16,Change Readiness Score,146.1546,SMB,Pro,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-03-16,Change Readiness Score,170.601,Mid-Market,Basic,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-03-16,Change Readiness Score,120.2701,Mid-Market,Pro,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-04-15,Change Readiness Score,115.4817,Enterprise,Enterprise,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-04-15,Change Readiness Score,116.5527,Mid-Market,Enterprise,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-04-15,Change Readiness Score,163.7446,SMB,Enterprise,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-05-15,Change Readiness Score,106.0469,SMB,Enterprise,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-05-15,Change Readiness Score,131.6941,Enterprise,Pro,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-05-15,Change Readiness Score,145.8979,Enterprise,Pro,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-06-14,Change Readiness Score,140.3399,Enterprise,Basic,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-06-14,Change Readiness Score,103.9261,Enterprise,Pro,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-06-14,Change Readiness Score,105.3987,SMB,Pro,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-07-14,Change Readiness Score,122.2489,Mid-Market,Basic,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-07-14,Change Readiness Score,116.7055,Enterprise,Enterprise,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-07-14,Change Readiness Score,149.8063,SMB,Enterprise,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-08-13,Change Readiness Score,119.0494,Mid-Market,Basic,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-08-13,Change Readiness Score,120.2633,Mid-Market,Basic,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-08-13,Change Readiness Score,128.94,Enterprise,Enterprise,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-09-12,Change Readiness Score,114.3368,SMB,Enterprise,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-09-12,Change Readiness Score,140.8948,Mid-Market,Basic,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-09-12,Change Readiness Score,159.8317,Mid-Market,Basic,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-10-12,Change Readiness Score,172.8359,Mid-Market,Enterprise,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-10-12,Change Readiness Score,143.3969,Enterprise,Enterprise,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-10-12,Change Readiness Score,151.1099,SMB,Enterprise,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-11-11,Change Readiness Score,117.9439,Enterprise,Pro,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-11-11,Change Readiness Score,114.6664,Enterprise,Pro,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-11-11,Change Readiness Score,124.0334,SMB,Basic,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-12-11,Change Readiness Score,102.855,Enterprise,Pro,North America,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-12-11,Change Readiness Score,119.8274,SMB,Basic,APAC,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-12-11,Change Readiness Score,120.8696,Enterprise,Enterprise,EMEA,"System Health [Inferred] (The Transformation Pulse Map, from which this",Measures collective confidence in the organization’s ability to make
2025-01-15,Tone Alignment Indicator,139.3864,SMB,Enterprise,North America,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-01-15,Tone Alignment Indicator,110.553,Mid-Market,Enterprise,APAC,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-01-15,Tone Alignment Indicator,124.0182,SMB,Pro,North America,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-02-14,Tone Alignment Indicator,148.5042,Enterprise,Basic,North America,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-02-14,Tone Alignment Indicator,160.2451,Enterprise,Pro,North America,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-02-14,Tone Alignment Indicator,144.707,Mid-Market,Enterprise,APAC,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-03-16,Tone Alignment Indicator,115.9074,Mid-Market,Basic,North America,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-03-16,Tone Alignment Indicator,141.6412,SMB,Pro,APAC,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-03-16,Tone Alignment Indicator,160.5263,SMB,Basic,EMEA,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-04-15,Tone Alignment Indicator,149.3671,Mid-Market,Basic,North America,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-04-15,Tone Alignment Indicator,152.6164,Mid-Market,Basic,North America,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-04-15,Tone Alignment Indicator,116.0422,Mid-Market,Basic,EMEA,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-05-15,Tone Alignment Indicator,123.5624,Enterprise,Pro,APAC,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-05-15,Tone Alignment Indicator,131.345,SMB,Enterprise,EMEA,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-05-15,Tone Alignment Indicator,143.7229,Mid-Market,Enterprise,APAC,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-06-14,Tone Alignment Indicator,147.3278,SMB,Enterprise,EMEA,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
2025-06-14,Tone Alignment Indicator,145.8284,Mid-Market,Enterprise,EMEA,Culture & Behavior [Inferred] (This metric directly measures the consistency,Analyzes how consistent and resonant transformation messages are across
