date,metric_name,value,segment,plan,region,domain,description
2025-05-15,WIP Load Ratio,1043.7809,Mid-Market,Enterprise,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-06-14,WIP Load Ratio,1137.5053,Mid-Market,Pro,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-06-14,WIP Load Ratio,824.51,SMB,Enterprise,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-06-14,WIP Load Ratio,1218.4668,Mid-Market,Pro,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-07-14,WIP Load Ratio,847.7478,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-07-14,WIP Load Ratio,1034.7522,Enterprise,Enterprise,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-07-14,WIP Load Ratio,1095.7767,Enterprise,Basic,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-08-13,WIP Load Ratio,846.0416,SMB,Enterprise,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-08-13,WIP Load Ratio,898.6039,Mid-Market,Pro,EMEA,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-08-13,WIP Load Ratio,847.6282,SMB,Enterprise,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-09-12,WIP Load Ratio,1118.7734,Enterprise,Enterprise,EMEA,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-09-12,WIP Load Ratio,974.3348,Enterprise,Pro,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-09-12,WIP Load Ratio,948.6983,Enterprise,Enterprise,EMEA,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-10-12,WIP Load Ratio,1212.741,SMB,Pro,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-10-12,WIP Load Ratio,1082.8708,SMB,Basic,EMEA,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-10-12,WIP Load Ratio,1225.7488,SMB,Enterprise,EMEA,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-11-11,WIP Load Ratio,1246.0875,Mid-Market,Basic,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-11-11,WIP Load Ratio,1271.1422,Enterprise,Pro,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-11-11,WIP Load Ratio,929.9316,SMB,Pro,EMEA,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-12-11,WIP Load Ratio,1070.919,Enterprise,Pro,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-12-11,WIP Load Ratio,976.2526,SMB,Basic,North America,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-12-11,WIP Load Ratio,1059.6668,SMB,Pro,APAC,"Operations [Inferred] (Its focus on ""Work in Progress... versus sustainable","Current Work in Progress (WIP) versus sustainable capacity, indicating"
2025-01-15,Flow Predictability Index,0.7528,Mid-Market,Basic,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-01-15,Flow Predictability Index,0.6756,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-01-15,Flow Predictability Index,0.6155,SMB,Enterprise,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-02-14,Flow Predictability Index,0.7693,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-02-14,Flow Predictability Index,0.7536,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-02-14,Flow Predictability Index,0.8111,SMB,Enterprise,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-03-16,Flow Predictability Index,0.6682,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-03-16,Flow Predictability Index,0.7311,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-03-16,Flow Predictability Index,0.6867,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-04-15,Flow Predictability Index,0.7957,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-04-15,Flow Predictability Index,0.6576,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-04-15,Flow Predictability Index,0.6353,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-05-15,Flow Predictability Index,0.5827,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-05-15,Flow Predictability Index,0.6725,Mid-Market,Pro,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-05-15,Flow Predictability Index,0.7287,SMB,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-06-14,Flow Predictability Index,0.6325,Mid-Market,Basic,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-06-14,Flow Predictability Index,0.8262,SMB,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-06-14,Flow Predictability Index,0.8317,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-07-14,Flow Predictability Index,0.8173,Enterprise,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-07-14,Flow Predictability Index,0.6983,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-07-14,Flow Predictability Index,0.8287,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-08-13,Flow Predictability Index,0.679,Mid-Market,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-08-13,Flow Predictability Index,0.7655,Enterprise,Pro,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-08-13,Flow Predictability Index,0.6563,SMB,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-09-12,Flow Predictability Index,0.5341,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-09-12,Flow Predictability Index,0.6327,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-09-12,Flow Predictability Index,0.7847,Enterprise,Enterprise,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-10-12,Flow Predictability Index,0.673,Enterprise,Pro,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-10-12,Flow Predictability Index,0.7408,Enterprise,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-10-12,Flow Predictability Index,0.6361,SMB,Enterprise,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-11-11,Flow Predictability Index,0.7242,SMB,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-11-11,Flow Predictability Index,0.6491,SMB,Pro,EMEA,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-11-11,Flow Predictability Index,0.7052,SMB,Basic,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-12-11,Flow Predictability Index,0.7459,Enterprise,Enterprise,North America,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-12-11,Flow Predictability Index,0.6311,Mid-Market,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-12-11,Flow Predictability Index,0.7548,SMB,Pro,APAC,Operations [Inferred] (Reasoning: Directly measures the consistency of work,"Consistency of delivery rates over multiple cycles, showing reliability in"
2025-01-15,Flow Distribution,335.3955,SMB,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-01-15,Flow Distribution,474.2916,SMB,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-01-15,Flow Distribution,413.3036,Mid-Market,Pro,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-02-14,Flow Distribution,529.8645,Enterprise,Pro,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-02-14,Flow Distribution,510.8686,Mid-Market,Basic,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-02-14,Flow Distribution,422.6337,SMB,Enterprise,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-03-16,Flow Distribution,413.8639,Mid-Market,Basic,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-03-16,Flow Distribution,417.1059,Mid-Market,Basic,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-03-16,Flow Distribution,374.724,SMB,Basic,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-04-15,Flow Distribution,482.0023,Mid-Market,Pro,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-04-15,Flow Distribution,455.4469,Enterprise,Basic,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-04-15,Flow Distribution,371.9606,Enterprise,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-05-15,Flow Distribution,404.395,SMB,Enterprise,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-05-15,Flow Distribution,437.2128,SMB,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-05-15,Flow Distribution,487.7504,SMB,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-06-14,Flow Distribution,444.7424,Enterprise,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-06-14,Flow Distribution,437.0037,Mid-Market,Enterprise,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-06-14,Flow Distribution,441.1974,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-07-14,Flow Distribution,400.0841,Enterprise,Basic,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-07-14,Flow Distribution,349.5353,SMB,Enterprise,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-07-14,Flow Distribution,304.8084,SMB,Basic,North America,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-08-13,Flow Distribution,290.5557,Enterprise,Basic,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-08-13,Flow Distribution,297.7178,Enterprise,Pro,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-08-13,Flow Distribution,355.2935,SMB,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-09-12,Flow Distribution,394.6004,Enterprise,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-09-12,Flow Distribution,312.3816,Mid-Market,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-09-12,Flow Distribution,274.5159,SMB,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-10-12,Flow Distribution,408.3428,Enterprise,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-10-12,Flow Distribution,317.7844,Enterprise,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-10-12,Flow Distribution,339.8443,SMB,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-11-11,Flow Distribution,301.9105,Enterprise,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-11-11,Flow Distribution,401.6859,Enterprise,Pro,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-11-11,Flow Distribution,382.5563,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-12-11,Flow Distribution,340.5644,SMB,Basic,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-12-11,Flow Distribution,363.2291,Enterprise,Enterprise,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-12-11,Flow Distribution,366.288,Mid-Market,Basic,APAC,"Operations [Inferred] (Reasoning: It directly measures the composition of work,",The percentage of work being done across different value categories
2025-01-15,First-Pass Yield,676.6557,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-01-15,First-Pass Yield,891.0621,Enterprise,Pro,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-01-15,First-Pass Yield,848.7484,SMB,Basic,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-02-14,First-Pass Yield,894.4956,Enterprise,Pro,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-02-14,First-Pass Yield,938.0655,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-02-14,First-Pass Yield,917.3589,Mid-Market,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-03-16,First-Pass Yield,944.9448,Enterprise,Basic,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-03-16,First-Pass Yield,859.4408,SMB,Basic,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-03-16,First-Pass Yield,687.1097,SMB,Enterprise,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-04-15,First-Pass Yield,778.2106,SMB,Basic,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-04-15,First-Pass Yield,894.9228,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-04-15,First-Pass Yield,695.9643,Mid-Market,Basic,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-05-15,First-Pass Yield,689.1293,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-05-15,First-Pass Yield,861.032,Mid-Market,Enterprise,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-05-15,First-Pass Yield,802.9975,Enterprise,Enterprise,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-06-14,First-Pass Yield,751.9654,Enterprise,Pro,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-06-14,First-Pass Yield,694.8149,Mid-Market,Enterprise,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-06-14,First-Pass Yield,714.9343,Mid-Market,Enterprise,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-07-14,First-Pass Yield,866.7092,SMB,Pro,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-07-14,First-Pass Yield,897.9066,Enterprise,Pro,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-07-14,First-Pass Yield,720.6162,SMB,Enterprise,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-08-13,First-Pass Yield,943.7715,Mid-Market,Basic,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-08-13,First-Pass Yield,990.4542,Mid-Market,Basic,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-08-13,First-Pass Yield,762.1563,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-09-12,First-Pass Yield,953.2082,SMB,Basic,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-09-12,First-Pass Yield,883.5599,Mid-Market,Pro,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-09-12,First-Pass Yield,724.4796,Mid-Market,Basic,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-10-12,First-Pass Yield,732.5829,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-10-12,First-Pass Yield,751.1782,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-10-12,First-Pass Yield,725.0731,SMB,Enterprise,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-11-11,First-Pass Yield,868.0547,Enterprise,Basic,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-11-11,First-Pass Yield,824.5893,Enterprise,Enterprise,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-11-11,First-Pass Yield,599.2745,Enterprise,Enterprise,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-12-11,First-Pass Yield,672.3507,Mid-Market,Pro,APAC,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-12-11,First-Pass Yield,943.3072,Mid-Market,Basic,EMEA,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-12-11,First-Pass Yield,720.5937,Enterprise,Enterprise,North America,"Operations [Inferred] (Reasoning: It focuses on the efficiency, quality, and","The percentage of outputs that meet quality standards without rework,"
2025-01-15,Supplier Performance Score,715.238,SMB,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-01-15,Supplier Performance Score,914.867,Mid-Market,Pro,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-01-15,Supplier Performance Score,829.2091,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-02-14,Supplier Performance Score,623.6285,SMB,Enterprise,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-02-14,Supplier Performance Score,687.5032,SMB,Pro,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-02-14,Supplier Performance Score,640.5609,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-03-16,Supplier Performance Score,689.9906,Mid-Market,Enterprise,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-03-16,Supplier Performance Score,854.0159,Mid-Market,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-03-16,Supplier Performance Score,898.2601,SMB,Basic,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-04-15,Supplier Performance Score,666.3366,SMB,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-04-15,Supplier Performance Score,671.0938,Mid-Market,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-04-15,Supplier Performance Score,737.3859,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-05-15,Supplier Performance Score,729.7411,SMB,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-05-15,Supplier Performance Score,863.8252,SMB,Basic,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-05-15,Supplier Performance Score,788.88,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-06-14,Supplier Performance Score,719.1149,Mid-Market,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-06-14,Supplier Performance Score,692.9998,Enterprise,Pro,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-06-14,Supplier Performance Score,687.4305,Mid-Market,Basic,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-07-14,Supplier Performance Score,744.2778,Enterprise,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-07-14,Supplier Performance Score,730.0644,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-07-14,Supplier Performance Score,586.046,Mid-Market,Enterprise,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-08-13,Supplier Performance Score,681.2208,Mid-Market,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-08-13,Supplier Performance Score,662.4265,Mid-Market,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-08-13,Supplier Performance Score,792.6899,SMB,Enterprise,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-09-12,Supplier Performance Score,580.3764,Mid-Market,Enterprise,EMEA,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-09-12,Supplier Performance Score,670.6185,SMB,Pro,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-09-12,Supplier Performance Score,709.3629,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-10-12,Supplier Performance Score,610.6986,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
